DeviceName,EntityId,TsYMD,CH2O,PM2.5,PM10,TVOC,CO2,Temperature,Humidity,Radioactivity,Sound,CO,Stink,NO2,H2S,NH3
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:07:13,20.0,9.0,16.0,286.0,406.0,21.31,16.09,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:09:13,24.0,9.0,15.0,409.0,426.0,21.44,16.21,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:11:13,25.0,9.0,15.0,495.0,449.0,22.98,16.27,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:13:13,26.0,9.0,15.0,567.0,468.0,21.75,16.33,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:15:13,27.0,8.0,13.0,619.0,479.0,21.87,16.37,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:17:13,27.0,9.0,15.0,671.0,491.0,22.02,16.41,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:19:13,27.0,8.0,14.0,695.0,501.0,23.48,16.41,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:21:14,28.0,9.0,15.0,727.0,510.0,23.55,16.43,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:23:13,30.0,7.0,11.0,766.0,520.0,22.27,16.44,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:25:13,29.0,7.0,12.0,797.0,523.0,23.73,16.42,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:27:14,30.0,7.0,11.0,806.0,529.0,23.81,16.43,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:29:14,30.0,8.0,14.0,820.0,533.0,22.48,16.44,0.0,46.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:31:14,31.0,8.0,13.0,848.0,544.0,22.54,16.46,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:33:14,32.0,7.0,12.0,875.0,549.0,25.33,16.49,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:35:14,32.0,8.0,13.0,891.0,555.0,22.6,16.5,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:37:14,32.0,8.0,13.0,897.0,561.0,22.62,16.51,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:39:14,32.0,8.0,13.0,916.0,566.0,24.03,16.54,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:41:14,33.0,8.0,13.0,927.0,573.0,24.11,16.56,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:43:14,34.0,8.0,13.0,947.0,577.0,22.87,16.55,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:45:14,33.0,8.0,13.0,974.0,578.0,25.63,16.55,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:47:14,33.0,7.0,12.0,975.0,582.0,22.87,16.57,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:49:14,33.0,7.0,12.0,970.0,581.0,22.86,16.58,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:51:14,33.0,8.0,13.0,972.0,584.0,22.87,16.58,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:53:14,33.0,7.0,11.0,981.0,584.0,24.25,16.6,0.0,48.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:55:14,34.0,8.0,13.0,981.0,585.0,22.86,16.6,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:57:15,34.0,8.0,13.0,983.0,584.0,22.83,16.62,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 18:59:15,34.0,8.0,13.0,989.0,585.0,24.19,16.63,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:01:15,35.0,8.0,13.0,994.0,586.0,22.79,16.65,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:03:15,35.0,8.0,13.0,997.0,587.0,22.75,16.67,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:05:15,35.0,8.0,13.0,991.0,589.0,25.5,16.68,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:07:15,35.0,7.0,12.0,983.0,586.0,22.7,16.69,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:09:15,35.0,8.0,13.0,995.0,589.0,24.05,16.7,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:11:15,36.0,8.0,13.0,995.0,589.0,22.65,16.72,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:13:15,36.0,7.0,12.0,1005.0,591.0,24.0,16.74,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:15:15,35.0,8.0,13.0,997.0,586.0,22.62,16.74,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:17:15,35.0,7.0,12.0,992.0,587.0,25.36,16.74,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:19:15,36.0,7.0,12.0,995.0,588.0,23.98,16.75,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:21:15,36.0,8.0,13.0,1015.0,590.0,23.98,16.77,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:23:16,36.0,6.0,11.0,1023.0,593.0,23.97,16.8,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:25:16,36.0,7.0,12.0,1033.0,597.0,22.58,16.82,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:27:16,36.0,8.0,13.0,1023.0,595.0,22.57,16.85,0.0,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:29:16,36.0,8.0,13.0,1030.0,595.0,23.94,16.84,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:31:16,36.0,7.0,12.0,1030.0,600.0,22.56,16.87,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:33:16,37.0,8.0,13.0,1046.0,605.0,22.56,16.91,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:35:16,37.0,8.0,13.0,1049.0,609.0,23.95,16.95,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:37:16,37.0,8.0,13.0,1061.0,610.0,23.93,16.98,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:39:16,37.0,7.0,12.0,1064.0,614.0,22.55,17.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:41:16,38.0,8.0,13.0,1071.0,617.0,22.56,17.04,0.0,46.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:43:16,37.0,8.0,13.0,1079.0,619.0,25.32,17.07,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:45:16,37.0,8.0,13.0,1075.0,619.0,22.56,17.07,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:47:16,37.0,8.0,13.0,1075.0,621.0,23.93,17.08,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:49:16,37.0,8.0,13.0,1078.0,619.0,22.55,17.09,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:51:16,37.0,8.0,13.0,1078.0,624.0,23.92,17.11,0.0,47.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:53:17,37.0,8.0,13.0,1080.0,626.0,22.55,17.12,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:55:17,37.0,7.0,11.0,1091.0,632.0,22.55,17.14,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:57:17,38.0,7.0,12.0,1105.0,640.0,22.54,17.18,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 19:59:17,38.0,8.0,13.0,1121.0,642.0,23.92,17.2,0.0,37.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:01:17,38.0,8.0,13.0,1117.0,637.0,22.54,17.21,0.0,47.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:03:17,38.0,8.0,13.0,1122.0,644.0,22.55,17.23,0.0,40.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:05:17,38.0,8.0,13.0,1141.0,648.0,22.54,17.26,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:07:17,38.0,7.0,12.0,1147.0,649.0,22.54,17.28,0.0,47.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:09:17,38.0,7.0,12.0,1154.0,651.0,22.54,17.29,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:11:17,38.0,8.0,13.0,1175.0,652.0,23.92,17.31,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:13:18,38.0,7.0,11.0,1189.0,653.0,22.54,17.33,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:15:17,39.0,8.0,13.0,1186.0,657.0,22.55,17.34,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:17:17,39.0,8.0,13.0,1204.0,658.0,22.54,17.36,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:19:18,40.0,7.0,12.0,1209.0,660.0,23.93,17.37,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:21:18,40.0,8.0,13.0,1208.0,663.0,23.93,17.38,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:23:18,40.0,8.0,13.0,1222.0,666.0,23.92,17.4,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:25:18,40.0,7.0,12.0,1229.0,667.0,22.54,17.42,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:27:18,40.0,7.0,12.0,1236.0,668.0,22.53,17.42,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:29:18,40.0,8.0,13.0,1236.0,667.0,23.9,17.44,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:31:18,40.0,7.0,12.0,1240.0,670.0,22.52,17.46,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:33:18,40.0,7.0,12.0,1247.0,672.0,22.51,17.47,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:35:18,41.0,8.0,13.0,1273.0,675.0,22.5,17.49,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:37:18,41.0,8.0,13.0,1286.0,680.0,23.88,17.53,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:39:18,41.0,8.0,13.0,1279.0,681.0,25.26,17.54,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:41:18,41.0,7.0,12.0,1297.0,680.0,22.5,17.55,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:43:18,40.0,7.0,12.0,1289.0,682.0,22.49,17.55,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:45:18,40.0,8.0,13.0,1280.0,681.0,22.5,17.57,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:47:19,40.0,8.0,13.0,1279.0,682.0,22.49,17.58,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:49:19,40.0,8.0,13.0,1292.0,684.0,22.49,17.59,0.0,50.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:51:19,40.0,8.0,13.0,1266.0,684.0,23.84,17.6,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:53:19,40.0,8.0,13.0,1283.0,687.0,22.46,17.62,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:55:19,40.0,8.0,13.0,1288.0,687.0,22.46,17.63,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:57:19,40.0,8.0,13.0,1275.0,686.0,23.83,17.64,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 20:59:19,40.0,8.0,13.0,1278.0,685.0,23.82,17.64,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:01:19,40.0,8.0,13.0,1298.0,691.0,23.82,17.67,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:03:19,41.0,8.0,13.0,1322.0,693.0,23.8,17.69,0.0,47.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:05:19,41.0,8.0,13.0,1356.0,698.0,23.79,17.7,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:07:19,41.0,7.0,11.0,1349.0,695.0,22.43,17.73,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:09:19,41.0,8.0,13.0,1381.0,698.0,22.42,17.75,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:11:19,41.0,8.0,13.0,1378.0,698.0,22.41,17.75,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:13:19,41.0,7.0,12.0,1381.0,700.0,23.82,17.77,0.0,40.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:15:20,41.0,7.0,11.0,1392.0,703.0,23.79,17.79,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:17:20,41.0,8.0,13.0,1393.0,707.0,23.78,17.8,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:19:20,41.0,8.0,13.0,1395.0,705.0,23.78,17.81,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:21:20,41.0,7.0,11.0,1405.0,704.0,23.79,17.82,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:23:20,41.0,7.0,12.0,1401.0,708.0,22.39,17.83,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:25:20,41.0,6.0,11.0,1415.0,708.0,22.38,17.85,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:27:20,41.0,7.0,11.0,1416.0,710.0,23.75,17.87,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:29:20,41.0,7.0,12.0,1407.0,707.0,23.75,17.88,0.0,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:31:20,41.0,6.0,11.0,1422.0,709.0,23.74,17.88,0.0,47.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:33:20,42.0,8.0,13.0,1422.0,712.0,23.74,17.89,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:35:20,42.0,7.0,11.0,1427.0,710.0,22.35,17.9,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:37:21,41.0,7.0,11.0,1437.0,707.0,23.73,17.91,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:39:20,42.0,7.0,11.0,1437.0,711.0,23.73,17.92,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:41:20,42.0,7.0,11.0,1450.0,714.0,22.38,17.93,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:43:20,42.0,7.0,12.0,1453.0,716.0,23.78,17.93,0.0,47.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:45:21,42.0,7.0,11.0,1465.0,716.0,22.37,17.95,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:47:21,42.0,7.0,12.0,1458.0,713.0,22.37,17.96,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:49:21,42.0,7.0,12.0,1474.0,718.0,22.35,17.97,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:51:21,42.0,7.0,12.0,1448.0,711.0,23.73,17.98,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:53:21,42.0,7.0,12.0,1464.0,715.0,22.33,18.01,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:55:21,42.0,7.0,11.0,1452.0,715.0,23.71,18.01,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:57:21,43.0,6.0,10.0,1469.0,717.0,22.33,18.02,0.0,48.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 21:59:21,43.0,7.0,11.0,1486.0,716.0,22.32,18.04,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:01:21,43.0,7.0,11.0,1480.0,719.0,22.31,18.06,0.0,39.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:03:22,43.0,7.0,11.0,1486.0,716.0,22.32,18.07,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:05:21,42.0,7.0,11.0,1475.0,716.0,22.31,18.08,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:07:21,42.0,7.0,11.0,1485.0,714.0,23.69,18.1,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:09:21,43.0,7.0,11.0,1482.0,716.0,22.3,18.11,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:11:22,42.0,7.0,11.0,1484.0,711.0,22.29,18.13,0.0,46.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:13:22,43.0,7.0,11.0,1484.0,711.0,22.29,18.12,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:15:22,43.0,7.0,11.0,1478.0,712.0,22.28,18.14,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:17:22,43.0,7.0,11.0,1495.0,711.0,22.29,18.14,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:19:22,43.0,6.0,10.0,1493.0,711.0,22.29,18.15,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:21:22,43.0,7.0,11.0,1502.0,710.0,22.27,18.16,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:23:22,43.0,7.0,11.0,1501.0,712.0,22.28,18.15,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:25:22,43.0,6.0,10.0,1521.0,712.0,22.3,18.16,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:27:22,42.0,6.0,10.0,1497.0,714.0,22.32,18.15,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:29:22,43.0,6.0,10.0,1512.0,713.0,22.31,18.16,0.0,36.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:31:22,42.0,7.0,11.0,1499.0,711.0,25.07,18.16,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:33:22,43.0,7.0,11.0,1500.0,710.0,22.31,18.17,0.0,40.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:35:23,43.0,7.0,11.0,1500.0,706.0,22.32,18.16,0.0,43.0,0.0,0.0,0.0,0.0,0.0
Device 10000016,08228f50-144e-11ec-80c8-b1d8e607054f,2022-05-02 22:37:23,43.0,7.0,11.0,1517.0,714.0,23.71,18.15,0.0,43.0,0.0,0.0,0.0,0.0,0.0
