DeviceName,EntityId,TsYMD,CH2O,PM2.5,PM10,TVOC,CO2,Temperature,Humidity,Radioactivity,Sound,CO,Stink,NO2,H2S,NH3
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:11:11,25.0,10.0,19.0,1418.0,552.0,20.33,21.61,0.0,33.0,0.97,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:13:11,25.0,10.0,18.0,1410.0,554.0,20.32,21.62,0.0,35.0,1.28,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:15:11,25.0,10.0,18.0,1406.0,553.0,21.69,21.62,0.0,36.0,0.8,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:17:11,25.0,10.0,19.0,1398.0,556.0,20.3,21.62,0.0,31.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:19:11,25.0,10.0,19.0,1403.0,558.0,20.31,21.63,0.0,34.0,0.84,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:21:11,25.0,10.0,19.0,1411.0,556.0,23.05,21.63,0.0,29.0,0.69,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:23:11,25.0,10.0,18.0,1436.0,557.0,20.28,21.63,0.0,36.0,0.38,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:25:11,25.0,10.0,18.0,1403.0,555.0,20.29,21.64,0.0,37.0,0.49,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:27:12,25.0,10.0,18.0,1430.0,556.0,20.28,21.63,0.0,34.0,0.69,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:29:12,25.0,10.0,18.0,1404.0,555.0,20.29,21.64,0.0,37.0,0.97,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:31:11,25.0,10.0,19.0,1414.0,556.0,24.41,21.63,0.0,32.0,1.11,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:33:11,25.0,10.0,19.0,1407.0,557.0,21.65,21.64,0.0,33.0,0.78,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:35:12,25.0,10.0,19.0,1424.0,556.0,21.64,21.64,0.0,34.0,0.89,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:37:12,25.0,10.0,19.0,1419.0,553.0,20.25,21.65,0.0,39.0,0.97,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:39:12,25.0,10.0,19.0,1415.0,552.0,20.25,21.65,0.0,33.0,0.93,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:41:12,25.0,10.0,19.0,1401.0,553.0,21.62,21.65,0.0,28.0,1.34,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:43:12,25.0,10.0,19.0,1410.0,556.0,20.24,21.66,0.0,39.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:45:12,25.0,10.0,18.0,1401.0,555.0,20.23,21.65,0.0,29.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:47:12,25.0,10.0,19.0,1420.0,555.0,21.62,21.65,0.0,33.0,0.55,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:49:13,25.0,10.0,18.0,1410.0,554.0,20.23,21.67,0.0,34.0,0.49,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:51:12,25.0,10.0,19.0,1412.0,556.0,20.23,21.66,0.0,44.0,0.68,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:53:12,25.0,10.0,19.0,1387.0,555.0,21.6,21.67,0.0,31.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:55:13,25.0,10.0,18.0,1415.0,554.0,21.6,21.67,0.0,34.0,0.75,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:57:12,25.0,10.0,18.0,1420.0,559.0,20.22,21.67,0.0,32.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 01:59:12,25.0,10.0,19.0,1405.0,557.0,21.59,21.67,0.0,33.0,0.49,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:01:12,25.0,10.0,19.0,1384.0,554.0,22.98,21.68,0.0,32.0,0.7,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:03:13,25.0,10.0,19.0,1405.0,558.0,20.21,21.68,0.0,39.0,0.88,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:05:13,25.0,10.0,18.0,1401.0,557.0,21.58,21.67,0.0,32.0,0.92,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:07:13,25.0,10.0,18.0,1416.0,556.0,20.2,21.68,0.0,34.0,0.82,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:09:13,25.0,10.0,19.0,1410.0,558.0,20.2,21.68,0.0,37.0,1.0,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:11:13,25.0,10.0,19.0,1407.0,557.0,20.2,21.68,0.0,36.0,0.71,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:13:13,25.0,11.0,20.0,1404.0,558.0,20.19,21.69,0.0,31.0,0.92,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:15:13,25.0,10.0,19.0,1410.0,554.0,20.2,21.69,0.0,33.0,0.85,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:17:13,25.0,10.0,19.0,1407.0,556.0,20.19,21.68,0.0,34.0,0.81,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:19:13,25.0,10.0,19.0,1420.0,560.0,20.18,21.69,0.0,37.0,0.8,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:21:13,25.0,11.0,20.0,1415.0,556.0,20.18,21.69,0.0,35.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:23:13,25.0,10.0,18.0,1405.0,559.0,20.18,21.69,0.0,36.0,0.84,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:25:13,25.0,10.0,18.0,1409.0,558.0,20.17,21.69,0.0,32.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:27:13,25.0,10.0,18.0,1408.0,555.0,20.17,21.68,0.0,36.0,0.97,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:29:13,25.0,10.0,19.0,1419.0,559.0,20.17,21.68,0.0,34.0,1.0,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:31:13,25.0,10.0,18.0,1415.0,559.0,20.16,21.68,0.0,40.0,0.83,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:33:13,25.0,11.0,20.0,1398.0,557.0,20.16,21.67,0.0,34.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:35:14,25.0,10.0,18.0,1403.0,557.0,20.16,21.67,0.0,33.0,0.7,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:37:14,25.0,10.0,19.0,1403.0,555.0,21.53,21.66,0.0,36.0,0.89,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:39:14,25.0,10.0,19.0,1394.0,555.0,20.15,21.66,0.0,34.0,0.69,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:41:14,25.0,10.0,18.0,1400.0,554.0,20.14,21.65,0.0,31.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:43:14,25.0,10.0,19.0,1410.0,554.0,21.52,21.65,0.0,30.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:45:14,25.0,10.0,18.0,1406.0,553.0,20.14,21.64,0.0,32.0,0.91,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:47:14,25.0,10.0,18.0,1394.0,551.0,20.14,21.63,0.0,33.0,0.77,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:49:15,25.0,10.0,18.0,1376.0,551.0,20.11,21.63,0.0,29.0,0.7,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:51:14,25.0,10.0,18.0,1385.0,550.0,20.12,21.62,0.0,33.0,0.72,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:53:14,25.0,10.0,18.0,1389.0,550.0,21.48,21.61,0.0,35.0,0.88,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:55:15,25.0,9.0,17.0,1385.0,548.0,20.09,21.6,0.0,35.0,0.8,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:57:14,25.0,10.0,18.0,1378.0,552.0,20.09,21.59,0.0,36.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 02:59:14,25.0,10.0,18.0,1374.0,546.0,20.08,21.59,0.0,34.0,0.68,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:01:14,25.0,9.0,16.0,1364.0,546.0,20.07,21.58,0.0,32.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:03:15,24.0,10.0,18.0,1378.0,549.0,21.45,21.57,0.0,35.0,0.85,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:05:15,24.0,9.0,17.0,1350.0,544.0,20.06,21.57,0.0,32.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:07:15,25.0,9.0,16.0,1356.0,545.0,20.05,21.56,0.0,33.0,0.51,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:09:15,25.0,9.0,16.0,1374.0,547.0,24.19,21.56,0.0,32.0,0.83,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:11:15,25.0,9.0,17.0,1377.0,546.0,20.03,21.56,0.0,31.0,0.47,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:13:15,24.0,9.0,15.0,1356.0,545.0,21.4,21.55,0.0,33.0,0.69,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:15:15,25.0,9.0,17.0,1375.0,543.0,21.39,21.55,0.0,34.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:17:15,25.0,9.0,15.0,1369.0,544.0,20.02,21.54,0.0,34.0,0.84,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:19:15,24.0,9.0,16.0,1355.0,540.0,20.0,21.54,0.0,31.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:21:15,24.0,9.0,16.0,1337.0,539.0,20.0,21.52,0.0,30.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:23:16,25.0,9.0,15.0,1343.0,540.0,21.37,21.53,0.0,32.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:25:15,25.0,9.0,15.0,1338.0,541.0,21.35,21.52,0.0,38.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:27:15,25.0,9.0,17.0,1350.0,540.0,21.35,21.52,0.0,32.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:29:15,24.0,9.0,15.0,1326.0,540.0,21.36,21.52,0.0,36.0,0.88,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:31:16,25.0,9.0,15.0,1330.0,540.0,21.34,21.51,0.0,36.0,0.71,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:33:16,24.0,9.0,15.0,1322.0,540.0,19.96,21.51,0.0,34.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:35:16,24.0,9.0,15.0,1336.0,539.0,21.33,21.5,0.0,32.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:37:16,25.0,9.0,15.0,1341.0,538.0,19.95,21.51,0.0,33.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:39:16,24.0,9.0,15.0,1344.0,535.0,19.93,21.5,0.0,33.0,0.73,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:41:16,24.0,9.0,15.0,1315.0,534.0,21.32,21.5,0.0,32.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:43:16,24.0,8.0,14.0,1326.0,535.0,21.31,21.5,0.0,30.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:45:16,24.0,9.0,15.0,1337.0,535.0,22.68,21.5,0.0,34.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:47:16,23.0,8.0,14.0,1327.0,535.0,22.68,21.49,0.0,34.0,1.03,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:49:16,24.0,9.0,15.0,1307.0,532.0,21.29,21.48,0.0,31.0,0.8,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:51:16,24.0,8.0,13.0,1325.0,535.0,21.29,21.48,0.0,34.0,0.91,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:53:16,24.0,8.0,14.0,1317.0,531.0,21.28,21.48,0.0,38.0,0.71,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:55:17,24.0,8.0,14.0,1318.0,531.0,19.89,21.47,0.0,30.0,0.82,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:57:16,24.0,8.0,14.0,1307.0,529.0,21.27,21.47,0.0,35.0,0.84,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 03:59:17,24.0,9.0,15.0,1311.0,527.0,19.87,21.47,0.0,31.0,0.63,0.02,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:01:17,23.0,8.0,13.0,1313.0,526.0,19.88,21.46,0.0,30.0,0.78,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:03:17,24.0,7.0,12.0,1322.0,527.0,19.86,21.46,0.0,33.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:05:17,23.0,7.0,12.0,1300.0,525.0,19.86,21.45,0.0,38.0,0.8,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:07:17,23.0,9.0,15.0,1308.0,528.0,21.22,21.45,0.0,36.0,0.71,0.02,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:09:17,23.0,7.0,11.0,1315.0,529.0,19.83,21.45,0.0,37.0,0.59,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:11:17,23.0,8.0,13.0,1288.0,524.0,19.83,21.44,0.0,35.0,0.8,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:13:17,23.0,8.0,14.0,1280.0,527.0,21.21,21.43,0.0,33.0,0.64,0.02,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:15:17,23.0,8.0,13.0,1281.0,526.0,21.2,21.44,0.0,33.0,0.61,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:17:17,23.0,8.0,13.0,1291.0,526.0,19.81,21.43,0.0,33.0,0.51,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:19:17,23.0,8.0,13.0,1278.0,525.0,19.81,21.42,0.0,36.0,0.74,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:21:17,23.0,7.0,11.0,1291.0,526.0,19.79,21.43,0.0,37.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:23:17,23.0,7.0,11.0,1272.0,523.0,19.79,21.41,0.0,38.0,0.72,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:25:17,23.0,7.0,11.0,1267.0,523.0,19.78,21.42,0.0,31.0,0.71,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:27:18,23.0,7.0,11.0,1274.0,521.0,19.77,21.41,0.0,36.0,0.76,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-01 04:29:18,23.0,7.0,11.0,1265.0,522.0,19.77,21.4,0.0,31.0,0.49,0.02,0.01,0.0,0.0
