DeviceName,EntityId,TsYMD,CH2O,PM2.5,PM10,TVOC,CO2,Temperature,Humidity,Radioactivity,Sound,CO,Stink,NO2,H2S,NH3
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 22:50:04,17.0,16.0,29.0,1921.0,578.0,21.57,31.86,0.0,42.0,0.71,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 22:52:04,17.0,16.0,28.0,2044.0,602.0,21.55,31.69,0.0,39.0,0.81,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 22:54:04,17.0,13.0,23.0,2119.0,590.0,22.94,31.68,0.0,40.0,0.53,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 22:56:04,19.0,17.0,31.0,1776.0,527.0,22.95,32.04,0.0,42.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 22:58:05,16.0,16.0,28.0,1773.0,551.0,21.47,31.9,0.0,36.0,0.5,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:00:05,16.0,12.0,22.0,2116.0,620.0,21.46,31.39,0.0,38.0,0.53,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:02:05,16.0,11.0,20.0,2329.0,646.0,21.52,31.05,0.0,37.0,0.61,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:04:05,17.0,10.0,18.0,2450.0,657.0,21.64,30.69,0.0,42.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:06:05,18.0,10.0,18.0,2491.0,657.0,21.7,30.46,0.0,36.0,0.86,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:08:05,20.0,10.0,18.0,2515.0,660.0,21.77,30.23,0.0,39.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:10:05,20.0,10.0,18.0,2546.0,661.0,23.25,30.02,0.0,43.0,0.61,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:12:05,21.0,10.0,18.0,2549.0,661.0,23.33,29.85,0.0,39.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:14:05,21.0,10.0,18.0,2568.0,669.0,22.03,29.66,0.0,37.0,0.68,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:16:05,22.0,10.0,18.0,2608.0,672.0,22.1,29.49,0.0,44.0,0.45,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:18:05,24.0,10.0,18.0,2627.0,674.0,22.16,29.35,0.0,38.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:20:05,25.0,9.0,16.0,2626.0,674.0,22.2,29.23,0.0,43.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:22:05,25.0,9.0,17.0,2642.0,674.0,22.22,29.07,0.0,41.0,0.74,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:24:05,26.0,9.0,17.0,2672.0,677.0,25.0,28.96,0.0,42.0,0.52,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:26:05,27.0,9.0,17.0,2688.0,678.0,23.65,28.84,0.0,42.0,0.73,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:28:06,27.0,9.0,15.0,2765.0,681.0,22.29,28.72,0.0,44.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:30:06,27.0,9.0,15.0,2801.0,687.0,22.32,28.58,0.0,44.0,0.55,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:32:06,28.0,9.0,15.0,2857.0,691.0,22.36,28.46,0.0,40.0,0.73,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:34:06,28.0,9.0,15.0,2862.0,693.0,23.75,28.35,0.0,43.0,0.59,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:36:06,30.0,9.0,15.0,2874.0,692.0,22.39,28.27,0.0,42.0,0.49,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:38:06,30.0,9.0,15.0,2902.0,690.0,22.41,28.19,0.0,40.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:40:06,31.0,9.0,16.0,2872.0,686.0,23.81,28.13,0.0,44.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:42:06,31.0,9.0,15.0,2909.0,693.0,23.81,28.04,0.0,45.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:44:06,31.0,9.0,15.0,2926.0,692.0,22.44,27.99,0.0,40.0,0.51,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:46:07,31.0,9.0,15.0,2955.0,695.0,22.46,27.92,0.0,41.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:48:06,32.0,9.0,15.0,2994.0,696.0,22.46,27.84,0.0,39.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:50:06,32.0,8.0,14.0,3045.0,702.0,23.86,27.76,0.0,43.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:52:06,33.0,9.0,15.0,3037.0,705.0,23.87,27.68,0.0,42.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:54:06,33.0,9.0,15.0,3014.0,705.0,22.5,27.62,0.0,44.0,0.49,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:56:07,34.0,9.0,15.0,3039.0,702.0,22.51,27.58,0.0,43.0,0.45,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-06 23:58:07,33.0,9.0,15.0,3022.0,700.0,22.5,27.53,0.0,43.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:00:07,34.0,9.0,15.0,3091.0,702.0,22.53,27.47,0.0,41.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:02:07,35.0,8.0,14.0,3091.0,706.0,22.52,27.42,0.0,41.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:04:07,35.0,8.0,14.0,3135.0,709.0,23.91,27.35,0.0,43.0,0.73,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:06:07,36.0,8.0,13.0,3114.0,707.0,23.92,27.31,0.0,37.0,0.51,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:08:07,36.0,8.0,13.0,3102.0,705.0,23.94,27.28,0.0,42.0,0.69,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:10:07,36.0,8.0,14.0,3130.0,704.0,25.3,27.24,0.0,44.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:12:07,36.0,8.0,14.0,3121.0,704.0,22.56,27.18,0.0,41.0,0.75,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:14:07,36.0,8.0,13.0,3145.0,707.0,23.94,27.13,0.0,43.0,0.52,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:16:08,36.0,8.0,13.0,3152.0,704.0,22.56,27.11,0.0,37.0,0.69,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:18:07,36.0,8.0,13.0,3137.0,702.0,22.57,27.08,0.0,41.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:20:07,36.0,8.0,13.0,3125.0,703.0,22.56,27.05,0.0,38.0,0.72,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:22:07,36.0,8.0,14.0,3139.0,706.0,22.57,27.01,0.0,44.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:24:08,36.0,8.0,13.0,3135.0,708.0,22.57,26.96,0.0,43.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:26:08,37.0,8.0,14.0,3164.0,704.0,23.97,26.92,0.0,37.0,0.47,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:28:08,37.0,8.0,13.0,3153.0,705.0,22.58,26.89,0.0,36.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:30:08,37.0,8.0,13.0,3157.0,706.0,22.58,26.87,0.0,37.0,0.42,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:32:08,37.0,8.0,13.0,3149.0,703.0,22.58,26.86,0.0,41.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:34:08,37.0,8.0,13.0,3160.0,703.0,23.96,26.84,0.0,38.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:36:08,37.0,8.0,13.0,3171.0,708.0,22.58,26.78,0.0,40.0,0.55,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:38:08,37.0,8.0,13.0,3212.0,707.0,23.96,26.76,0.0,37.0,0.52,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:40:08,38.0,8.0,14.0,3205.0,706.0,22.57,26.72,0.0,41.0,0.78,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:42:08,38.0,8.0,13.0,3218.0,702.0,22.58,26.7,0.0,41.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:44:08,38.0,8.0,14.0,3137.0,699.0,22.57,26.72,0.0,43.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:46:08,38.0,8.0,13.0,3182.0,703.0,22.58,26.69,0.0,36.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:48:08,38.0,8.0,13.0,3228.0,707.0,22.58,26.65,0.0,39.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:50:08,38.0,8.0,13.0,3220.0,704.0,23.97,26.6,0.0,44.0,0.73,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:52:09,38.0,8.0,13.0,3200.0,697.0,22.58,26.59,0.0,36.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:54:09,38.0,8.0,13.0,3209.0,705.0,22.58,26.56,0.0,39.0,0.84,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:56:09,38.0,8.0,13.0,3219.0,702.0,22.57,26.53,0.0,40.0,0.75,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 00:58:09,39.0,8.0,13.0,3236.0,701.0,22.58,26.51,0.0,39.0,0.42,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:00:09,40.0,8.0,13.0,3235.0,703.0,22.58,26.48,0.0,40.0,0.79,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:02:09,40.0,8.0,13.0,3230.0,699.0,25.36,26.46,0.0,40.0,0.52,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:04:09,40.0,8.0,13.0,3215.0,704.0,22.59,26.44,0.0,43.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:06:09,40.0,8.0,13.0,3212.0,703.0,22.6,26.46,0.0,43.0,0.75,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:08:09,40.0,8.0,13.0,3196.0,700.0,22.59,26.44,0.0,42.0,0.71,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:10:09,40.0,8.0,13.0,3241.0,701.0,22.6,26.4,0.0,38.0,0.68,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:12:10,40.0,8.0,13.0,3205.0,696.0,22.59,26.4,0.0,36.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:14:09,40.0,8.0,13.0,3168.0,694.0,22.6,26.44,0.0,41.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:16:09,40.0,8.0,13.0,3184.0,694.0,22.6,26.43,0.0,42.0,0.77,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:18:09,40.0,8.0,13.0,3145.0,696.0,22.59,26.42,0.0,35.0,0.55,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:20:10,40.0,8.0,13.0,3202.0,697.0,23.96,26.4,0.0,39.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:22:10,40.0,7.0,12.0,3213.0,696.0,22.58,26.35,0.0,39.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:24:10,40.0,8.0,13.0,3240.0,698.0,22.59,26.32,0.0,45.0,0.69,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:26:10,40.0,8.0,13.0,3248.0,698.0,23.96,26.3,0.0,43.0,0.55,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:28:10,40.0,8.0,13.0,3253.0,699.0,23.97,26.28,0.0,38.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:30:10,40.0,8.0,13.0,3207.0,696.0,23.97,26.28,0.0,41.0,0.52,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:32:10,41.0,8.0,13.0,3213.0,696.0,22.56,26.3,0.0,40.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:34:10,40.0,8.0,13.0,3196.0,697.0,22.58,26.3,0.0,42.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:36:10,40.0,8.0,13.0,3207.0,696.0,22.57,26.27,0.0,35.0,0.71,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:38:10,40.0,7.0,12.0,3220.0,694.0,22.57,26.25,0.0,38.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:40:10,40.0,7.0,12.0,3248.0,694.0,22.57,26.22,0.0,35.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:42:10,41.0,8.0,13.0,3188.0,692.0,22.57,26.24,0.0,38.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:44:11,41.0,8.0,13.0,3161.0,683.0,22.57,26.31,0.0,39.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:46:11,40.0,8.0,13.0,3159.0,685.0,22.56,26.3,0.0,43.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:48:11,40.0,7.0,12.0,3162.0,688.0,25.31,26.25,0.0,40.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:50:11,40.0,7.0,12.0,3182.0,692.0,22.56,26.22,0.0,39.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:52:11,41.0,7.0,11.0,3231.0,693.0,22.55,26.2,0.0,37.0,0.67,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:54:11,41.0,7.0,11.0,3224.0,692.0,22.55,26.19,0.0,40.0,0.97,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:56:11,41.0,7.0,12.0,3257.0,695.0,23.93,26.15,0.0,42.0,0.43,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 01:58:11,41.0,8.0,13.0,3218.0,692.0,23.93,26.14,0.0,41.0,0.51,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:00:11,41.0,7.0,12.0,3227.0,696.0,22.55,26.12,0.0,37.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:02:11,41.0,7.0,12.0,3231.0,693.0,23.93,26.11,0.0,36.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:04:11,41.0,7.0,12.0,3259.0,696.0,22.55,26.1,0.0,42.0,0.94,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:06:11,41.0,7.0,12.0,3204.0,691.0,25.3,26.08,0.0,39.0,0.74,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:08:11,41.0,7.0,11.0,3241.0,689.0,22.53,26.07,0.0,43.0,0.57,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:10:12,41.0,7.0,12.0,3227.0,691.0,23.93,26.06,0.0,40.0,0.69,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:12:11,41.0,7.0,12.0,3270.0,693.0,22.55,26.06,0.0,43.0,0.82,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:14:11,41.0,7.0,12.0,3209.0,693.0,22.53,26.04,0.0,46.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:16:11,41.0,7.0,12.0,3228.0,692.0,22.53,26.02,0.0,37.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:18:12,41.0,7.0,11.0,3267.0,690.0,22.54,26.03,0.0,40.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:20:12,41.0,7.0,11.0,3234.0,686.0,22.51,26.03,0.0,40.0,0.45,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:22:12,41.0,7.0,11.0,3251.0,689.0,22.53,26.02,0.0,41.0,0.47,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:24:12,42.0,7.0,11.0,3234.0,690.0,23.91,26.02,0.0,40.0,0.68,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:26:12,42.0,7.0,12.0,3253.0,691.0,22.52,26.0,0.0,42.0,0.54,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:28:12,42.0,7.0,11.0,3251.0,688.0,22.52,25.99,0.0,40.0,0.68,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:30:12,42.0,7.0,11.0,3244.0,688.0,23.89,25.99,0.0,37.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:32:12,42.0,7.0,11.0,3267.0,686.0,22.5,25.99,0.0,38.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:34:12,42.0,7.0,12.0,3265.0,685.0,22.49,25.99,0.0,39.0,0.63,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:36:12,42.0,7.0,11.0,3244.0,684.0,22.5,25.98,0.0,36.0,0.56,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:38:12,42.0,7.0,11.0,3234.0,682.0,23.86,25.97,0.0,40.0,0.58,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:40:12,42.0,7.0,11.0,3243.0,683.0,22.48,25.98,0.0,37.0,0.57,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:42:13,42.0,7.0,11.0,3215.0,681.0,23.85,25.99,0.0,44.0,0.49,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:44:12,42.0,8.0,13.0,3162.0,678.0,23.85,26.04,0.0,41.0,0.47,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:46:12,41.0,7.0,12.0,3160.0,676.0,22.47,26.08,0.0,38.0,0.57,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:48:13,41.0,7.0,11.0,3175.0,678.0,23.85,26.03,0.0,44.0,0.6,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:50:13,41.0,7.0,12.0,3180.0,681.0,22.45,26.03,0.0,44.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:52:13,41.0,7.0,11.0,3200.0,681.0,22.45,26.01,0.0,45.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:54:13,42.0,7.0,12.0,3169.0,676.0,22.44,26.02,0.0,40.0,0.65,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:56:13,41.0,7.0,11.0,3181.0,675.0,22.44,26.02,0.0,43.0,0.43,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 02:58:13,41.0,7.0,11.0,3210.0,679.0,22.43,26.0,0.0,39.0,0.73,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 03:00:13,42.0,7.0,11.0,3187.0,676.0,22.44,26.01,0.0,43.0,0.7,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 03:02:13,42.0,7.0,11.0,3177.0,675.0,22.43,26.0,0.0,34.0,0.64,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 03:04:13,41.0,7.0,11.0,3176.0,677.0,22.42,26.0,0.0,38.0,0.73,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 03:06:13,42.0,7.0,11.0,3135.0,672.0,22.42,26.04,0.0,41.0,0.85,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 03:08:13,41.0,7.0,11.0,3124.0,672.0,22.4,26.04,0.0,38.0,0.7,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 03:10:13,41.0,7.0,11.0,3134.0,672.0,22.42,26.03,0.0,42.0,0.66,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 03:12:13,41.0,7.0,11.0,3152.0,672.0,22.4,26.02,0.0,45.0,0.62,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 03:14:13,42.0,7.0,11.0,3135.0,669.0,22.4,26.03,0.0,43.0,0.76,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 03:16:14,41.0,7.0,11.0,3144.0,672.0,23.77,26.02,0.0,40.0,0.68,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 03:18:14,41.0,7.0,11.0,3133.0,671.0,23.77,26.02,0.0,39.0,0.71,0.03,0.01,0.0,0.0
Device 10000011,d369b400-144d-11ec-80c8-b1d8e607054f,2022-05-07 03:20:14,41.0,7.0,11.0,3148.0,677.0,22.39,26.0,0.0,40.0,0.74,0.03,0.01,0.0,0.0
